Transcript,Gene,Alias,Fold Change,Direction,Total FPKM,Q-Value,Description
AT1G01300.1,AT1G01300,,1.69,DOWN,19.78,0.1745,aspartyl protease-like protein
AT1G01320.1,AT1G01320,,4.28,UP,16.85,0.0011,tetratricopeptide repeat-containing protein
AT1G01430.1,AT1G01430,TBL25,1.90,DOWN,19.62,0.0854,protein trichome birefringence-like 25
AT1G01470.1,AT1G01470,LEA14,1.18,DOWN,37.07,0.8932,putative desiccation-related protein LEA14
AT1G01490.1,AT1G01490,,8384.72,DOWN,5.45,0.6891,heavy-metal-associated domain-containing protein
AT1G01490.2,AT1G01490,,3.68,UP,19.07,0.5473,heavy-metal-associated domain-containing protein
AT1G01540.2,AT1G01540,,1.05,DOWN,17.78,1,putative serine/threonine-protein kinase
AT1G01550.1,AT1G01550,BPS1,1.00,DOWN,26.23,1,protein BPS1
AT1G01550.2,AT1G01550,BPS1,1527.21,DOWN,7.66,0.5672,protein BPS1
AT1G01610.1,AT1G01610,ATGPAT4,2.72,DOWN,12.79,0.0311,glycerol-3-phosphate acyltransferase
AT1G01620.1,AT1G01620,PIP1,8.01,DOWN,86.05,0.5358,aquaporin PIP1-3
AT1G01620.2,AT1G01620,PIP1,1.10,UP,82.64,1,aquaporin PIP1-3
AT1G01630.1,AT1G01630,,2.93,UP,8.12,0.2621,protein sec fourteen-like protein-20
AT1G01650.1,AT1G01650,SPPL4,1.73,UP,5.81,0.4571,signal peptide peptidase-like 4
AT1G01720.1,AT1G01720,ATAF1,1.88,DOWN,15.19,0.2492,NAC domain-containing protein 2
AT1G01730.1,AT1G01730,,1.67,UP,9.01,0.6338,uncharacterized protein
AT1G01750.1,AT1G01750,ADF11,3.15,DOWN,7.98,0.4254,actin depolymerizing factor 11
AT1G01790.1,AT1G01790,KEA1,5.05,UP,10.58,0.0011,K(+) efflux antiporter 1
AT1G01800.1,AT1G01800,,2.14,UP,16.76,0.3965,Rossmann-fold NAD(P)-binding domain-containing protein
AT1G01820.1,AT1G01820,PEX11C,1.21,UP,23.21,0.8871,peroxisomal membrane protein 11C
AT1G01910.1,AT1G01910,,7.81,DOWN,6.26,0.5557,putative anion-transporting ATPase
AT1G01910.2,AT1G01910,,2.02,DOWN,7.93,0.6630,putative anion-transporting ATPase
AT1G01990.1,AT1G01990,,1.68,UP,10.59,0.5659,uncharacterized protein
AT1G02000.1,AT1G02000,GAE2,1.87,DOWN,5.21,0.4398,UDP-D-glucuronate 4-epimerase 2
AT1G02120.1,AT1G02120,VAD1,2.12,UP,23.06,0.0183,GRAM domain family protein
AT1G02130.1,AT1G02130,ATRABD2A,2.93,DOWN,10.78,0.2284,Ras-related protein RABD2A
AT1G02140.1,AT1G02140,MEE63,1.61,DOWN,111.35,0.0518,protein mago nashi
AT1G02160.1,AT1G02160,,1.18,UP,27.01,1,Cox19 family protein (CHCH motif)
AT1G02170.1,AT1G02170,MCP1B,2.11,DOWN,6.33,0.5536,metacaspase 1
AT1G02205.3,AT1G02205,CER1,6.34,UP,3.07,0.5072,CER1 protein
AT1G02280.2,AT1G02280,ATTOC33,1.02,DOWN,17.46,1,translocase of chloroplast 33
AT1G02305.1,AT1G02305,,1.35,DOWN,24.42,0.5162,putative cathepsin B-like cysteine protease
AT1G02475.1,AT1G02475,,1.28,DOWN,18.28,0.8464,SRPBCC ligand-binding domain-containing protein
AT1G02500.1,AT1G02500,MAT1,3.92,DOWN,52.71,0.0011,S-adenosylmethionine synthetase 1
AT1G02500.2,AT1G02500,MAT1,2.33,UP,15.33,0.5733,S-adenosylmethionine synthetase 1
AT1G02560.1,AT1G02560,NCLPP5,1.18,DOWN,64.17,0.5672,ATP-dependent Clp protease; protease subunit
AT1G02816.1,AT1G02816,,1.80,DOWN,12.90,0.6105,uncharacterized protein
AT1G02820.1,AT1G02820,,2.02,DOWN,10.59,0.5281,late embryogenesis abundant 3-like protein
AT1G02840.1,AT1G02840,SR34,2.01,DOWN,10.17,0.6107,Pre-mRNA-splicing factor SF2
AT1G02840.3,AT1G02840,SR34,46335.39,UP,5.45,0.6907,Pre-mRNA-splicing factor SF2
AT1G02850.1,AT1G02850,BGLU11,8.04,UP,11.44,0.4317,beta glucosidase 11
AT1G02870.1,AT1G02870,,1.37,DOWN,10.54,0.9911,uncharacterized protein
AT1G02890.1,AT1G02890,,2438.75,UP,5.97,0.5672,AAA-type ATPase-like protein
AT1G02900.1,AT1G02900,ATRALF1,3.10,DOWN,39.31,0.2097,rapid alkalinization factor 1
AT1G02910.1,AT1G02910,LPA1,2.24,UP,9.15,0.2964,tetratricopeptide repeat (TPR)-containing protein
AT1G02920.1,AT1G02920,GST11,5.88,UP,15.80,0.1935,glutathione S-transferase 11
AT1G02930.2,AT1G02930,ATGSTF6,6.40,UP,19.13,0.4344,glutathione S-transferase 1
AT1G03090.1,AT1G03090,MCCA,3.74,UP,5.09,0.1564,methylcrotonoyl-CoA carboxylase subunit alpha
AT1G03130.1,AT1G03130,PSAD-2,1.70,DOWN,278.69,0.0011,photosystem I reaction center subunit II-2
AT1G03140.1,AT1G03140,,1.68,UP,19.13,0.2621,splicing factor Prp18-like protein
AT1G03210.1,AT1G03210,,7.61,UP,9.51,0.4155,Phenazine biosynthesis PhzC/PhzF protein
AT1G03220.1,AT1G03220,,2.21,DOWN,42.35,0.0021,aspartyl protease-like protein
AT1G03230.1,AT1G03230,,2.07,UP,15.11,0.2154,aspartyl protease-like protein
AT1G03280.1,AT1G03280,,2.27,UP,8.71,0.2344,transcription initiation factor TFIIE alpha subunit
AT1G03330.1,AT1G03330,,2.12,DOWN,20.60,0.4117,small nuclear ribonucleoprotein-like protein
AT1G03350.1,AT1G03350,,1.04,DOWN,8.19,1,BSD domain-containing protein
AT1G03420.1,AT1G03420,Sadhu4-2,1.20,UP,14.09,1,transposable element gene
AT1G03475.1,AT1G03475,LIN2,1.21,DOWN,90.97,0.4144,Coproporphyrinogen III oxidase
AT1G03600.1,AT1G03600,PSB27,1.29,DOWN,216.46,0.2045,photosystem II Psb27 protein
AT1G03610.1,AT1G03610,,1.35,DOWN,13.41,0.6457,uncharacterized protein
AT1G03680.1,AT1G03680,ATHM1,1.45,DOWN,147.00,0.0620,thioredoxin M1
AT1G03850.2,AT1G03850,,2.36,DOWN,16.47,0.3773,monothiol glutaredoxin-S13
AT1G03860.1,AT1G03860,ATPHB2,1.06,DOWN,18.67,1,prohibitin 2
AT1G03870.1,AT1G03870,FLA9,2.24,DOWN,44.17,0.0046,fasciclin-like arabinogalactan protein 9
AT1G03900.1,AT1G03900,ATNAP4,2.35,DOWN,29.43,0.0141,non-intrinsic ABC protein 4
AT1G03910.1,AT1G03910,,17304.95,UP,8.69,0.5672,uncharacterized protein
AT1G04040.1,AT1G04040,,1.14,DOWN,20.56,0.9822,HAD superfamily; subfamily IIIB acid phosphatase
AT1G04080.1,AT1G04080,PRP39,1.70,UP,10.29,0.1722,pre-mRNA-processing factor 39
AT1G04140.1,AT1G04140,,1.23,UP,6.76,0.9649,transducin/WD-40 repeat-containing protein
AT1G04250.1,AT1G04250,AXR3,2.33,DOWN,38.44,0.0579,auxin-responsive protein IAA17
AT1G04260.1,AT1G04260,MPI7,7.70,DOWN,12.06,0.1556,PRA1 family protein D
AT1G04295.1,AT1G04295,,1.22,UP,41.79,1,other RNA
AT1G04340.1,AT1G04340,,1.80,DOWN,19.95,0.4632,HR-like lesion-inducing protein-like protein
AT1G04350.1,AT1G04350,,3.95,UP,19.13,0.0721,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein
AT1G04400.2,AT1G04400,ATCRY2,3.92,UP,17.09,0.1112,cryptochrome 2
AT1G04410.1,AT1G04410,,1.40,DOWN,238.39,0.0011,malate dehydrogenase
AT1G04420.1,AT1G04420,,1.07,DOWN,21.41,1,NAD(P)-linked oxidoreductase-like protein
AT1G04425.1,AT1G04425,,1.41,UP,16.54,0.9916,(AT1G04425) otherRNA
AT1G04430.1,AT1G04430,,4689.28,UP,5.21,0.5672,putative methyltransferase PMT8
AT1G04430.2,AT1G04430,,9.34,DOWN,7.73,0.4474,putative methyltransferase PMT8
AT1G04440.1,AT1G04440,CKL13,1.94,UP,7.90,0.3890,casein kinase like 13
AT1G04480.1,AT1G04480,,1.22,UP,124.29,0.5672,60S ribosomal protein L23
AT1G04530.1,AT1G04530,TPR4,1.52,UP,25.93,0.3926,tetratricopeptide repeat domain-containing protein
AT1G04550.2,AT1G04550,BDL,1.47,DOWN,19.92,0.5672,auxin-responsive protein IAA12
AT1G04620.1,AT1G04620,,2.46,UP,7.51,0.3318,coenzyme F420 hydrogenase beta subunit
AT1G04640.1,AT1G04640,LIP2,1.49,DOWN,23.60,0.5672,lipoyl(octanoyl) transferase
AT1G04680.1,AT1G04680,,1.16,DOWN,11.03,0.9667,putative pectate lyase 1
AT1G04690.1,AT1G04690,KAB1,1.16,DOWN,23.04,0.8525,potassium channel beta subunit 1
AT1G04750.1,AT1G04750,ATVAMP721,1.58,UP,20.96,0.5997,vesicle-associated membrane protein 721
AT1G04750.2,AT1G04750,ATVAMP721,1.54,DOWN,29.17,0.6356,vesicle-associated membrane protein 721
AT1G04770.1,AT1G04770,,1.84,UP,14.87,0.4036,male sterility MS5 family protein
AT1G04800.1,AT1G04800,,1.46,DOWN,236.55,0.0077,glycine-rich protein
AT1G04810.1,AT1G04810,,1.69,UP,10.01,0.1839,26S proteasome regulatory subunit N2
AT1G04820.1,AT1G04820,TUA4,1.93,DOWN,70.30,0.0011,tubulin alpha-2/alpha-4 chain
AT1G04850.1,AT1G04850,,1.75,UP,9.53,0.4318,ubiquitin-associated (UBA)/TS-N domain-containing protein
AT1G04870.1,AT1G04870,PRMT10,2.04,UP,6.09,0.4727,putative protein arginine N-methyltransferase 4.2
AT1G04940.1,AT1G04940,TIC20,2.01,DOWN,16.23,0.1457,translocon at the inner envelope membrane of chloroplasts 20
AT1G05000.1,AT1G05000,,4.14,DOWN,10.98,0.1738,putative tyrosine-protein phosphatase
AT1G05070.1,AT1G05070,,4.11,UP,9.85,0.5140,uncharacterized protein
AT1G05135.1,AT1G05135,,1.51,DOWN,78.88,0.1347,pseudogene
AT1G05140.1,AT1G05140,,1.61,DOWN,13.29,0.5252,peptidase M50-like protein
AT1G05205.1,AT1G05205,,4.11,DOWN,27.02,0.1659,uncharacterized protein
AT1G05260.1,AT1G05260,RCI3,1.31,DOWN,16.30,0.6976,peroxidase 3
AT1G05270.1,AT1G05270,,3.43,UP,16.20,0.0975,TraB-like protein
AT1G05385.1,AT1G05385,LPA19,4.38,UP,9.30,0.4336,LOW PSII accumulation 19 protein
AT1G05430.1,AT1G05430,,2.62,UP,9.23,0.3313,uncharacterized protein
AT1G05560.1,AT1G05560,UGT1,1.13,UP,9.69,1,indole-3-acetate beta-glucosyltransferase 1
AT1G05562.1,AT1G05562,,3.10,UP,15.85,0.0734,Potential natural antisense gene; locus overlaps with AT1G05560
AT1G05620.1,AT1G05620,URH2,5.68,DOWN,6.44,0.3898,putative uridine nucleosidase 2
AT1G05720.1,AT1G05720,,1.56,DOWN,11.45,0.7451,selenoprotein-like protein
AT1G05805.1,AT1G05805,,3.19,UP,5.25,0.3318,transcription factor bHLH128
AT1G05810.1,AT1G05810,ATRAB11D,1.63,DOWN,10.01,0.7289,RAB GTPase homolog A5E
AT1G05835.1,AT1G05835,,1.38,DOWN,16.18,1,PHD finger protein
AT1G05850.1,AT1G05850,ATCTL1,1.61,DOWN,162.18,0.0011,chitinase-like protein 1
AT1G05890.1,AT1G05890,ATARI5,1.72,UP,11.54,0.2089,putative E3 ubiquitin-protein ligase ARI5
AT1G06000.1,AT1G06000,,6.05,DOWN,8.54,0.1441,UDP-glycosyltransferase-like protein
AT1G06002.1,AT1G06002,,1.83,UP,20.73,0.4117,Potential natural antisense gene; locus overlaps with AT1G06000
AT1G06040.1,AT1G06040,STO,2.36,DOWN,39.30,0.0083,Salt tolerance protein
AT1G06110.1,AT1G06110,SKIP16,1.21,DOWN,11.78,0.9667,F-box protein SKIP16
AT1G06130.2,AT1G06130,GLX2-4,1.67,DOWN,8.67,0.7275,putative hydroxyacylglutathione hydrolase 2; chloroplast
AT1G06190.1,AT1G06190,,1.32,DOWN,15.46,0.6908,Rho termination factor
AT1G06190.2,AT1G06190,,1.08,DOWN,9.68,1,Rho termination factor
AT1G06200.1,AT1G06200,,1.75,UP,19.59,0.4674,peptidase-S24/S26 domain-containing protein
AT1G06290.1,AT1G06290,ACX3,1.48,UP,11.25,0.4005,acyl-coenzyme A oxidase 3
AT1G06360.1,AT1G06360,,1.50,DOWN,28.76,0.4035,delta-9 desaturase-like 5 protein
AT1G06400.1,AT1G06400,ARA2,1.02,UP,13.44,1,Ras-related protein RABA1a
AT1G06410.1,AT1G06410,ATTPS7,1.97,UP,20.03,0.0011,putative alpha;alpha-trehalose-phosphate synthase
AT1G06430.1,AT1G06430,FTSH8,1.04,UP,18.91,1,cell division protease ftsH-8
AT1G06460.1,AT1G06460,ACD32.1,1.00,UP,30.10,1,alpha-crystallin domain 32.1
AT1G06515.1,AT1G06515,,1.73,UP,7.91,0.9258,uncharacterized protein
AT1G06530.1,AT1G06530,,1.56,UP,25.23,0.3555,tropomyosin-related protein
AT1G06640.1,AT1G06640,,2.09,DOWN,19.85,0.4567,1-aminocyclopropane-1-carboxylate oxidase-2
AT1G06650.1,AT1G06650,,3415.18,UP,4.85,0.5672,1-aminocyclopropane-1-carboxylate oxidase-4
AT1G06680.1,AT1G06680,PSBP-1,1.52,DOWN,1235.11,0.0011,oxygen-evolving enhancer protein 2-1
AT1G06680.2,AT1G06680,PSBP-1,438.58,UP,5.13,0.6410,oxygen-evolving enhancer protein 2-1
AT1G06690.1,AT1G06690,,1.47,DOWN,6.79,0.7289,NAD(P)-linked oxidoreductase-like protein
AT1G06700.1,AT1G06700,,1.94,UP,16.06,0.1738,protein kinase domain-containing protein
AT1G06760.1,AT1G06760,,1.04,UP,46.14,1,histone H1.1
AT1G06820.1,AT1G06820,CRTISO,2.24,UP,8.29,0.2609,carotenoid isomerase
AT1G06830.1,AT1G06830,,2.60,DOWN,12.74,0.5747,monothiol glutaredoxin-S11
AT1G06890.3,AT1G06890,,2198.63,DOWN,4.97,0.5672,nodulin MtN21 /EamA-like transporter protein
AT1G06950.1,AT1G06950,TIC110,2.97,UP,15.61,0.0011,translocon at the inner envelope membrane of chloroplasts 110
AT1G07010.1,AT1G07010,,3.21,UP,9.33,0.5580,calcineurin-like metallo-phosphoesterase-like protein
AT1G07030.1,AT1G07030,,1.09,DOWN,10.94,1,Mitochondrial substrate carrier family protein
AT1G07070.1,AT1G07070,,7.04,DOWN,12.92,0.1559,60S ribosomal protein L35a-1
AT1G07080.1,AT1G07080,,3.84,DOWN,24.68,0.0485,GILT domain-containing protein
AT1G07110.1,AT1G07110,F2KP,2.80,UP,13.25,0.0188,fructose-2;6-bisphosphatase
AT1G07135.1,AT1G07135,,1.56,DOWN,17.84,0.5672,glycine-rich protein
AT1G07140.1,AT1G07140,SIRANBP,1.04,DOWN,40.70,1,Ran-binding protein 1-a
AT1G07170.1,AT1G07170,,10781.55,DOWN,4.19,0.7004,PHF5-like protein
AT1G07170.2,AT1G07170,,1.40,DOWN,9.28,1,PHF5-like protein
AT1G07180.1,AT1G07180,ATNDI1,1.60,UP,14.31,0.3291,alternative NAD(P)H dehydrogenase 1
AT1G07210.1,AT1G07210,,1.07,UP,9.40,1,Ribosomal protein S18
AT1G07230.1,AT1G07230,NPC1,3.22,UP,6.04,0.1186,phospholipase C
AT1G07250.1,AT1G07250,UGT71C4,1.13,DOWN,11.91,1,UDP-glucosyl transferase 71C4
AT1G07280.2,AT1G07280,,1.34,UP,6.43,1,tetratricopeptide repeat-containing protein-like protein
AT1G07310.1,AT1G07310,,1.26,DOWN,17.52,0.7123,calcium-dependent lipid-binding domain
AT1G07420.1,AT1G07420,ATSMO2,3.53,DOWN,5.05,0.5478,methylsterol monooxygenase
AT1G07440.1,AT1G07440,,2.26,UP,7.29,0.5340,tropinone reductase-like protein
AT1G07490.1,AT1G07490,RTFL3,2.05,UP,7.45,0.8287,protein rotundifolia like 3
AT1G07590.1,AT1G07590,,1.40,DOWN,461.63,0.0011,pentatricopeptide repeat-containing protein
AT1G07610.1,AT1G07610,MT1C,1.74,UP,502.67,0.0011,metallothionein 1C
AT1G07640.1,AT1G07640,OBP2,1.28,DOWN,13.32,0.7248,Dof zinc finger protein DOF1.1
AT1G07660.2,AT1G07660,,1.71,UP,12.17,0.6010,histone H4
AT1G07750.1,AT1G07750,,2.41,DOWN,9.31,0.2084,cupin domain-containing protein
AT1G07790.1,AT1G07790,HTB1,2.17,DOWN,29.77,0.2191,histone H2B
AT1G07820.1,AT1G07820,,28145.70,DOWN,4.30,0.5790,histone H4
AT1G07820.2,AT1G07820,,2.69,DOWN,42.49,0.1076,histone H4
AT1G07890.1,AT1G07890,APX1,2.16,DOWN,89.48,0.1336,L-ascorbate peroxidase
AT1G07890.5,AT1G07890,APX1,26.40,DOWN,14.98,0.6899,L-ascorbate peroxidase
AT1G07920.1,AT1G07920,,1.69,DOWN,41.68,0.0098,Elongation factor 1-alpha
AT1G07930.1,AT1G07930,,2.96,UP,22.70,0.0247,Elongation factor 1-alpha
AT1G07930.2,AT1G07930,,5.90,DOWN,41.44,0.0054,Elongation factor 1-alpha
AT1G07940.1,AT1G07940,,1.83,DOWN,31.90,0.0199,Elongation factor 1-alpha
AT1G07950.1,AT1G07950,MED22B,2.78,DOWN,7.94,0.3862,Surfeit locus protein 5 subunit 22 of Mediator complex
AT1G07960.1,AT1G07960,ATPDIL5-1,2.62,DOWN,7.86,0.7948,PDI-like 5-1
AT1G07960.3,AT1G07960,ATPDIL5-1,368.27,DOWN,5.21,0.6871,PDI-like 5-1
AT1G08010.1,AT1G08010,GATA11,38922.19,DOWN,4.24,0.5672,GATA transcription factor 11
AT1G08110.3,AT1G08110,,1.15,DOWN,20.46,1,lactoylglutathione lyase
AT1G08115.1,AT1G08115,,1.96,DOWN,68109.50,0.0011,snRNA
AT1G08160.1,AT1G08160,,9.22,DOWN,5.53,0.5672,late embryogenesis abundant hydroxyproline-rich glycoprotein
AT1G08190.1,AT1G08190,ATVPS41,1.17,UP,11.56,0.7480,vacuolar protein sorting-associated protein 41-like protein
AT1G08200.1,AT1G08200,AXS2,1.04,UP,45.77,1,UDP-apiose/xylose synthase
AT1G08360.1,AT1G08360,,1.30,DOWN,68.24,0.3977,60S ribosomal protein L10a-1
AT1G08370.1,AT1G08370,ATDCP1,1.76,DOWN,9.49,0.4514,mRNA-decapping enzyme-like protein
AT1G08380.1,AT1G08380,PSAO,1.93,DOWN,2177.24,0.0011,photosystem I subunit O
AT1G08420.1,AT1G08420,BSL2,2.26,UP,4.84,0.5696,serine/threonine-protein phosphatase BSL2
AT1G08450.1,AT1G08450,AtCRT3,90917.10,UP,8.68,0.5672,calreticulin-3
AT1G08450.2,AT1G08450,AtCRT3,10.88,DOWN,5.65,0.5540,calreticulin-3
AT1G08480.1,AT1G08480,,1.43,DOWN,30.86,0.5257,uncharacterized protein
AT1G08510.1,AT1G08510,FATB,1.54,DOWN,25.49,0.0704,fatty acyl-ACP thioesterases B
AT1G08520.1,AT1G08520,PDE166,2.38,UP,30.17,0.0011,magnesium-chelatase subunit chlD
AT1G08540.1,AT1G08540,SIGB,3.09,UP,15.58,0.0117,RNApolymerase sigma subunit 2
AT1G08550.1,AT1G08550,NPQ1,3.02,UP,12.30,0.0292,Violaxanthin de-epoxidase
AT1G08560.1,AT1G08560,SYP111,1.47,UP,17.68,0.5672,syntaxin-related protein KNOLLE
AT1G08570.4,AT1G08570,ACHT4,4312.31,UP,11.92,0.5672,thioredoxin-like 1-1
AT1G08580.1,AT1G08580,,2.32,UP,14.97,0.4290,uncharacterized protein
AT1G08640.1,AT1G08640,CJD1,1.07,UP,10.35,1,Chloroplast J-like domain 1-containing protein
AT1G08650.1,AT1G08650,PPCK1,3.43,DOWN,8.15,0.5672,phosphoenolpyruvate carboxylase kinase 1
AT1G08650.2,AT1G08650,PPCK1,1.40,DOWN,18.67,0.7371,phosphoenolpyruvate carboxylase kinase 1
AT1G08700.1,AT1G08700,PS1,1.45,DOWN,12.18,0.5672,Presenilin-1
AT1G08780.1,AT1G08780,AIP3,1.48,UP,22.91,0.7657,ABI3-interacting protein 3
AT1G08820.2,AT1G08820,VAP27-2,1.34,UP,9.14,0.7627,vamp/synaptobrevin-associated protein 27-2
AT1G08830.1,AT1G08830,CSD1,1.62,DOWN,136.38,0.2621,Superoxide dismutase
AT1G08830.2,AT1G08830,CSD1,2.46,DOWN,33.82,0.8103,Superoxide dismutase
AT1G08880.1,AT1G08880,G-H2AX,1.13,DOWN,38.70,1,putative histone H2AXa
AT1G08930.2,AT1G08930,ERD6,1.91,DOWN,22.94,0.0973,sugar transporter ERD6
AT1G08980.1,AT1G08980,ATAMI1,1.20,DOWN,11.23,0.8826,amidase 1
AT1G09010.1,AT1G09010,,1.95,UP,4.53,0.2579,mannosylglycoprotein endo-beta-mannosidase subunit
AT1G09020.1,AT1G09020,SNF4,1.25,DOWN,7.76,0.8598,sucrose nonfermenting 4-like protein
AT1G09070.1,AT1G09070,(AT)SRC2,2.05,DOWN,44.62,0.0038,uncharacterized protein
AT1G09130.1,AT1G09130,,1.79,DOWN,27.26,0.4309,ATP-dependent Clp protease proteolytic subunit-related protein 3
AT1G09130.2,AT1G09130,,1.14,UP,12.61,1,ATP-dependent Clp protease proteolytic subunit-related protein 3
AT1G09140.1,AT1G09140,At-SR30,3.91,DOWN,5.52,0.5672,splicing factor; arginine/serine-rich 1/9
AT1G09140.2,AT1G09140,At-SR30,8.60,UP,11.72,0.4472,splicing factor; arginine/serine-rich 1/9
AT1G09200.1,AT1G09200,,1.04,UP,65.88,1,histone H3
AT1G09210.1,AT1G09210,CRT1b,1.70,UP,24.94,0.0751,calreticulin-2
AT1G09250.1,AT1G09250,,1.78,DOWN,16.69,0.4571,transcription factor bHLH149
AT1G09270.1,AT1G09270,IMPA-4,1738.89,DOWN,5.08,0.5672,importin alpha isoform 4
AT1G09270.2,AT1G09270,IMPA-4,33.43,UP,12.53,0.5575,importin alpha isoform 4
AT1G09310.1,AT1G09310,,1.02,UP,290.16,1,uncharacterized protein
AT1G09330.1,AT1G09330,,1.59,DOWN,12.73,0.5957,uncharacterized protein
AT1G09340.1,AT1G09340,CSP41B,1.22,UP,200.36,0.0743,RNA binding protein
AT1G09430.1,AT1G09430,ACLA-3,1.43,UP,14.19,0.5003,ATP-citrate lyase A-3
AT1G09560.1,AT1G09560,GLP5,1.01,DOWN,68.99,1,germin-like protein subfamily 2 member 1
AT1G09570.1,AT1G09570,PHYA,2.63,UP,8.31,0.5672,phytochrome A
AT1G09590.1,AT1G09590,,1.31,DOWN,47.29,0.5503,60S ribosomal protein L21-1
AT1G09620.1,AT1G09620,,1.20,DOWN,12.43,0.6122,leucyl-tRNA synthetase
AT1G09630.1,AT1G09630,RAB-A2A,1.19,UP,10.92,1,Ras-related protein RABA2a
AT1G09640.1,AT1G09640,,1.70,DOWN,41.30,0.0431,elongation factor EF-1 gamma subunit
AT1G09640.2,AT1G09640,,3.70,DOWN,25.01,0.1749,elongation factor EF-1 gamma subunit
AT1G09645.1,AT1G09645,,2.36,DOWN,14.34,0.4428,uncharacterized protein
AT1G09660.1,AT1G09660,,1.84,UP,5.90,0.5524,RNA-binding KH domain-containing protein
AT1G09690.1,AT1G09690,,1.48,DOWN,151.11,0.0219,60S ribosomal protein L21-1
AT1G09740.1,AT1G09740,,1.01,DOWN,20.00,1,adenine nucleotide alpha hydrolases-like protein
AT1G09750.1,AT1G09750,,1.63,DOWN,45.50,0.0210,aspartyl protease-like protein
AT1G09760.1,AT1G09760,U2A',2.98,UP,8.56,0.3380,U2 small nuclear ribonucleoprotein A'
AT1G09770.1,AT1G09770,ATCDC5,3.28,UP,8.57,0.0235,cell division cycle 5-like protein
AT1G09780.1,AT1G09780,,1.18,DOWN,62.12,0.5199,2;3-bisphosphoglycerate-independent phosphoglycerate mutase 1
AT1G09795.1,AT1G09795,ATP-PRT2,1.36,DOWN,30.10,0.4324,ATP phosphoribosyltransferase
AT1G09815.1,AT1G09815,POLD4,3.61,DOWN,14.73,0.1546,DNA polymerase delta subunit 4
AT1G09830.1,AT1G09830,,1.30,UP,7.13,0.8594,phosphoribosylamine--glycine ligase
AT1G09920.1,AT1G09920,,1.37,DOWN,11.09,0.7914,TRAF-type zinc finger-related protein
AT1G10020.1,AT1G10020,,1.45,DOWN,6.85,0.5672,uncharacterized protein
AT1G10030.1,AT1G10030,ERG28,1.76,DOWN,23.65,0.5366,Ergosterol biosynthetic protein 28
AT1G10060.1,AT1G10060,BCAT-1,1.53,DOWN,5.86,0.6540,branched-chain-amino-acid aminotransferase 1
AT1G10140.1,AT1G10140,,1.93,DOWN,19.08,0.4371,uncharacterized protein
AT1G10200.1,AT1G10200,WLIM1,1.97,DOWN,24.83,0.2544,transcription factor lim1
AT1G10290.1,AT1G10290,ADL6,3.36,UP,6.05,0.0459,dynamin-2A
AT1G10360.1,AT1G10360,ATGSTU18,2.48,UP,10.17,0.5509,glutathione S-transferase TAU 18
AT1G10370.1,AT1G10370,GST30B,5.21,DOWN,9.74,0.4571,glutathione S-transferase
AT1G10390.2,AT1G10390,,2.59,UP,3.70,0.1164,Nucleoporin autopeptidase
AT1G10410.1,AT1G10410,,1.40,DOWN,7.63,0.7047,uncharacterized protein
AT1G10470.1,AT1G10470,ATRR1,1.30,DOWN,29.46,0.6008,two-component response regulator ARR4
AT1G10500.1,AT1G10500,ATCPISCA,1.15,DOWN,30.30,1,Iron-sulfur assembly protein IscA
AT1G10522.1,AT1G10522,,1.02,UP,14.50,1,uncharacterized protein
AT1G10580.1,AT1G10580,,1.85,UP,11.17,0.2040,pre-mRNA-processing factor 17
AT1G10590.2,AT1G10590,,1.17,DOWN,45.45,0.9721,replication factor A1
AT1G10630.1,AT1G10630,ARFA1F,2.23,DOWN,27.03,0.1586,ADP-ribosylation factor A1F
AT1G10682.1,AT1G10682,,3.14,DOWN,90.91,0.0091,other RNA
AT1G10740.4,AT1G10740,,2.07,DOWN,6.18,0.6036,alpha/beta-hydrolase domain-containing protein
AT1G10760.1,AT1G10760,GWD,6.30,UP,11.33,0.0011,alpha-glucan water dikinase 1
AT1G10840.1,AT1G10840,TIF3H1,1.46,UP,18.41,0.4328,translation initiation factor eIF-3 subunit 3
AT1G10865.1,AT1G10865,,1.54,DOWN,14.05,1,uncharacterized protein
AT1G10865.2,AT1G10865,,2.88,DOWN,11.36,0.8043,uncharacterized protein
AT1G10940.1,AT1G10940,SNRK2.4,1.76,UP,17.16,0.1890,serine/threonine-protein kinase SRK2A
AT1G10950.1,AT1G10950,TMN1,1.51,DOWN,32.25,0.1556,transmembrane nine 1
AT1G10960.1,AT1G10960,ATFD1,1.98,DOWN,229.03,0.0011,ferredoxin
AT1G11090.1,AT1G11090,,6.79,DOWN,5.54,0.4336,alpha/beta-hydrolase-like protein
AT1G11175.1,AT1G11175,,6.36,DOWN,13.75,0.1738,other RNA
AT1G11185.1,AT1G11185,,1.69,DOWN,23.09,0.6880,other RNA
AT1G11240.1,AT1G11240,,3.28,UP,12.51,0.1087,uncharacterized protein
AT1G11260.1,AT1G11260,STP1,1.30,DOWN,23.89,0.4888,sugar transporter 1
AT1G11310.1,AT1G11310,PMR2,1.32,UP,11.60,0.5839,MLO-like protein 2
AT1G11350.1,AT1G11350,CBRLK1,7.11,UP,5.65,0.1556,G-type lectin S-receptor-like serine/threonine-protein kinase SD1-13
AT1G11360.1,AT1G11360,,3.47,DOWN,10.28,0.5585,adenine nucleotide alpha hydrolases-like protein
